tblID,IRN,IncidentNumber,IncidentDate,TimeofIncident,BusinessUnit,BusinessGroup,ServiceLine,Project,Office,Country,IncidentType,IsNearMiss,OSHAClassification,ShortDescription,ActualRating,PotentialRating,IncidentAssignedTo,Status,NeedIRP,ContractorName,WeatherConditions,FullDescription,ImmediateAction,HazardSource,IPOccupation,AgeProfile,Gender,DaysSinceOff,InjuryType,BodyPart,CauseOfInjuryIncident,WorkActivities,LSRBreached,BusinessUnitID,BusinessGroupID,ServiceLineID,ProjectID,OfficeID,CountryID,OtherIncidentAssignedTo,OtherInjuryType,OtherCauseofInjuryIncident,OtherHazardSource,OtherLSRBreached,IsWorkRelated,DateCreated,AuditDate,WasUpdated,DayofWeek,CreatedTimeStamp,LateReporting,JFCAction,OHdefinition,MTCcount,RWCcount,LTIcount,FAcount,lastUpdate,TransferTimeStamp,SourceFileName
31622,74556,20224484,2022-09-16 00:00:00.000,14:30,Projects,Process & Chemicals,Europe,Milan Office,Milan Office,Italy,Injury,No,,Wood's employee sprained her ankle while walking outside the office.,B1,B2,Wood,Closed,No,,Clear/Sunny,"During the lunch break of Friday 16th September, Wood's employee went out of the office for personal commissions. While walking on Via Lorenteggio she twisted her ankle. ","After the event, the employee returned home. In the afternoon she went to the emergency room for further investigations.",Other,,,,,,,,Non Work Related,,13695,13700,13702,20055665,7400,70,,,,accidental slippage,,No,2022-09-19 00:00:00.000,NULL,0,Friday,2022-09-19 09:58:00.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-26 00:00:00.000,NULL,CAIRS_Incidents.csv
31635,74570,20224498,2022-09-16 00:00:00.000,09:45,Projects,Conventional Energy,"Europe ",BP Seagull,BP Seagull-Offshore,United Kingdom,Injury,No,First Aid,"IP struck in face by small locking nut ",B1,B1,Sub-Contractor,Closed,No,Hydratight,Clear/Sunny,"At approximately 0945hrs on Friday 16th September 2022, a hydratight bolting technician was removing tensioners on the PDR Level 3 Mezz and had started to remove the tensioners from the flange, the team removed several tensioners with no issues. There was one technician working on the above top flange tensioners and another on the bottom flange tensioners. The technician who was working at the top flange had a nut slip out of his hand and struck the noise of the person working directly under, resulting in the person receiving a slight graze to his nose. The nut dropped fell around 7”or 8” inches when it struck the technician. IP reported to the onshore medic for treatment, where his graze was cleaned, no further medical treatment was required and he returned to work. ",IP reported to the medic for treatment,Materials,Technician,40-44,Male,180,Abrasion/Scratch,Face,Contact with tool/equipment/machinery,"Equipment Installation ",None,13695,13696,13697,20059357,16549,194,,,,,,Yes,2022-09-21 00:00:00.000,NULL,0,Friday,2022-09-21 11:31:01.000,Yes,,,NULL,NULL,NULL,1,2022-09-30 00:00:00.000,NULL,CAIRS_Incidents.csv
31639,74578,20224506,2022-09-16 00:00:00.000,15:30,Operations,"Europe, Middle East & Africa (EMEA)",UK & Europe Operated Assets,CATS,CATS Terminal,United Kingdom,Injury,No,First Aid,IP sustained arm injury while manhandling drums,B1,B1,Sub-Contractor,Investigation Review,No,,Clear/Sunny,"During the process of removing spent Puraspec adsorbent from Gas Treatment vessel V-2704 A, there was a requirement to transport 4 x 205ltr drums c/w pallet to and from a laydown area. This involved repeatedly filling 4 x 205lts drums, fitting them with lids, transporting them to and from a laydown area, then moving them from the laydown area by forklift, to a flat bed vehicle to be transported offsite to Murphy's yard and unloaded. The process of adsorbent removal involves filling all 4 drums using a double drum filler hopper (2 first, move the filler, then the two remaining drums) then fitting lids to each of the drums, then the forklift would be called forward to move the pallet to the laydown area location onsite,  for the drums to be labelled and secured for onward travel. The work scope, was controlled under permit 16219 - Discharge spent Puraspec adsorbent from V-2704 A, and the forklift / vehicle movements was controlled under permit 15168, adsorbent changeout vehicle movements. All personnel involved in the work scope had a tool box talk (TBT), reviewed the Risk Assessments and signed the work party declaration, as having understood the hazards of the work scope and the controls required to be followed. During one of these pallet & drum movements, one of the Johnson Matthey sub-contractors (Technivac) personnel has requested the forklift driver to move into the forward position to pick up a pallet and 4 drums. The forklift driver has proceeded forward and lifted the pallet c/w drums, and lifted the forks approximately 30/40mm, at this point one of the Technivac employee's has alerted the forklift driver to stop and made a movement forward towards the forklift and load, to apparently secure a loose lid on one of the drums. At this point the forklift driver has immediately stopped the forklift, due to the individual encroaching in the way of the forklift and load. Once the lid had been readjusted / secured, the forklift driver completed the task and removed the pallet c/w drums to the laydown area while the remainder of the work party continued to manually handle drums and unload adsorbent, as per work scope task. Approximately 30mins later, the individual who approached the forklift to allegedly secure a loose lid, reported to the Technivac supervisor and complained of a sore wrist. At this point the individual was advised by the Technivac supervisor to report the incident further, which the individual allegedly declined to do.  Due to conflicting accounts, information and recollections of the incident by Technivac personnel and to provide some clarity as to whether an incident has actually occurred, Wood CATS has instructed Technivac to conduct a full investigation into the circumstances or the situation and report the findings of the investigation back to Wood CATS. Once the findings of this investigation have been concluded, then the CAIRS case and classification will be revisited.   ","Once alleged incident had been reported to CATS OTL, the OTL conducted a stand down for safety tbt with the work party prior to recommencing the work scope. Technivac engaged and asked to conduct full investigation into the alleged incident. ",Materials,Technician,35-39,Male,0,Sprain,Arm/Wrist,Contact with tool/equipment/machinery,"Manual Handling ",None,13712,13718,13721,20056325,11707,194,,,,,,Yes,2022-09-22 00:00:00.000,NULL,0,Friday,2022-09-22 13:40:13.000,Yes,,,NULL,NULL,NULL,1,2022-10-18 00:00:00.000,NULL,CAIRS_Incidents.csv
31640,74577,20224505,2022-09-16 00:00:00.000,08:15,Operations,"Europe, Middle East & Africa (EMEA)",UK & Europe Process & Energy,ReNew ELP Project,ReNew ELP Construction Site - Wilton,United Kingdom,Injury,No,Lost Time Injury,,B4,B5,Managed Contractor,Awaiting Investigation,No,,Cloudy/Overcast,,Works suspended incident area secured. Investigation commenced.,Excavation,Chargehand,60-64,Male,5,Crush injury,Leg,Struck/Trapped by something collapsed/overturned,"Excavation ",,13712,13718,13722,20059327,16478,194,,,,,,Yes,2022-09-22 00:00:00.000,NULL,0,Friday,2022-09-22 10:44:37.000,Yes,,,NULL,NULL,1,NULL,2022-09-26 00:00:00.000,NULL,CAIRS_Incidents.csv
31594,74542,20224470,2022-09-16 00:00:00.000,00:30,Operations,Asia Pacific,APAC West,Woodside EPCM,Goodwin (GWA),Australia,Injury,No,First Aid,Flushing agent trapped behind blocked manifold splashed onto face,B1,B1,Managed Contractor,Closed,No,Monadelphous,Not Applicable,"A Night Shift Blaster/Painter team member was cleaning out the Humichar Mix Manifold using Benzyl Alcohol as a flushing agent. They were cleaning out hardened Humichar from a bung cavity using a pick/cleaning tool. When breaking through the hardened product, trapped flushing fluid was released onto their face at low pressure. Safety Glasses donned at the time as per SDS. IP engaged colleague to source nearby eye solution for immediate flushing.",Eye washed on location followed by consult and eye flush treatment (saline) with the Medic.IP returned to full normal duties 01:30hrs,Hazardous substance,Blaster / Paint Blaster,40-44,Male,3,Irritation/Rash/Allergic Reaction,Eye,Contact with/exposure to hazardous substance,"Cleaning ",None,13712,13724,13727,20056251,11327,212,,,,,,Yes,2022-09-16 00:00:00.000,NULL,0,Friday,2022-09-16 03:12:36.000,No,,,NULL,NULL,NULL,1,2022-10-19 00:00:00.000,NULL,CAIRS_Incidents.csv
31595,74541,20224469,2022-09-15 00:00:00.000,10:45,Operations,Asia Pacific,APAC East,Caltex Refinery & Terminals,Ampol Lytton Refinery,Australia,Asset Damage,No,,Vehicle witnessed driving in wrong direction.,A1,A1,Wood,Closed,No,,Cloudy/Overcast,Vehicle witnessed driving in wrong direction near warehouse parking area. No Damage/accident or Injury,Investigation commenced.,,,,,,,,,"Driving ",None,13712,13724,13726,20056197,11212,212,,,,,,Yes,2022-09-15 00:00:00.000,NULL,0,Thursday,2022-09-15 23:36:34.000,No,,,NULL,NULL,NULL,NULL,2022-09-26 00:00:00.000,NULL,CAIRS_Incidents.csv
31600,74536,20224464,2022-09-15 00:00:00.000,07:30,Operations,Americas,Canada & LATAM,T&T - Massy Wood - Shell,Dolphin,Trinidad And Tobago,Occupational Health,No,,One (1) Massy Wood employee tested positive for COVID-19.,B3,B5,Wood,Closed,No,,Not Applicable,One (1) Massy Wood employee tested positive for COVID-19.,"Employee taken to designated quarantine area to await demobilization. ",Other,,,,,,,,Non Work Related,,13712,13713,13714,20056402,13528,185,,,,Infectious disease,,No,2022-09-15 00:00:00.000,NULL,0,Thursday,2022-09-15 13:48:40.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,2022-09-15 00:00:00.000,NULL,CAIRS_Incidents.csv
31588,74534,20224462,2022-09-15 00:00:00.000,07:00,Operations,Asia Pacific,APAC East,Esso PNG LNG,Angore,Papua New Guinea,Occupational Health,No,,NWR - person tested positive to Covid 19 in camp,B3,B5,Wood,Closed,No,,Not Applicable,Person tested positive to covid 19 in camp.  Required to isolate for at least five days.,Required to isolate for at least five days.,Other,,,,,,,,Non Work Related,,13712,13724,13726,20056200,11243,133,,,,N/A,,No,2022-09-14 00:00:00.000,NULL,0,Thursday,2022-09-14 22:44:28.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,2022-09-25 00:00:00.000,NULL,CAIRS_Incidents.csv
31627,74565,20224493,2022-09-15 00:00:00.000,15:00,Operations,Americas,US South,O&M South (C&M) - Phillips 66,Phillips 66 Sweeny,United States,Asset Damage,No,,"A Wood quality control employee was driving a UTV in reverse to exit fab area and came in contact with another vehicle parked in the area.  ",B1,B2,Wood,Closed,No,,Cloudy/Overcast,"At approximately 3 pm, A Wood Quality Control employee was driving a Utility Vehicle (#66-110004) in reverse to exit fab shop area. While backing,  the utility vehicle contacted the tailgate of an unoccupied parked vehicle # 66-110886, causing minor damage to the vehicle tailgate. Potential - Minor damage to parked vehicle unlikely damage would have been greater than $10K.","Employee reported incident and Wood post-incident protocol was followed. ",,,,,,,,,"Driving ",None,13712,13713,13717,20059077,15558,195,,,,,,Yes,2022-09-20 00:00:00.000,NULL,0,Thursday,2022-09-20 15:39:28.000,Yes,,,NULL,NULL,NULL,NULL,2022-10-20 00:00:00.000,NULL,CAIRS_Incidents.csv
31603,74547,20224475,2022-09-15 00:00:00.000,16:30,Operations,"Europe, Middle East & Africa (EMEA)",UK & Europe Upstream,BP Upstream,Clair,United Kingdom,Injury,No,First Aid,IP sustained small cut to finger,B1,B1,Sub-Contractor,Closed,No,,Cloudy/Overcast,"On the 15th September at approx. 16:30 pm on the Clair platform the IP (Kaefer Rope Access Tech) was in the process of walking from the helicopter to the helideck stairway . While holding onto the handrail coming down the stairwell, the IP felt his right hand fore finger catch on something on the underside of handrail, When he came off the stairwell he checked his  finger on his right hand and noticed a small cut to finger. The IP immediately reported the incident to the OIM on arrival into heli-admin, the medic was informed and treated the IP by cleaning the wound and putting a plaster on the cut finger. IP was fit to return to normal work duties.",IP reported this to the OIM on arriving in heli admin and then medic was called where he received treatment for the injury.The Medic cleaned the injury and applied plaster to the cut,Other,Abseiler,55-59,Male,1,Cut/Laceration,Fingers/Thumb,Other (please state),"No work activity being carried out at the time of the incident ",None,13712,13718,13723,20056298,11644,194,,,Holding onto the underside of handrail,Handrail on heli-deck stairwell,,Yes,2022-09-16 00:00:00.000,NULL,0,Thursday,2022-09-16 15:37:07.000,No,,,NULL,NULL,NULL,1,2022-10-03 00:00:00.000,NULL,CAIRS_Incidents.csv
31604,74546,20224474,2022-09-15 00:00:00.000,15:30,Operations,"Europe, Middle East & Africa (EMEA)",UK & Europe Process & Energy,Essar Stanlow,Stanlow Manufacturing Complex,United Kingdom,Asset Damage,No,,"Wood parked vehicle on site was bumped into causing damage to the break light ",A1,B1,Other Person (Will not count on Statistical Reporting),Investigation Review,No,,Cloudy/Overcast,"QC Inspector had parked near T4228 to complete an inspection with the client. The van was parked on a road, which is not a through road, as one end was blocked off with a barrier. There was three other vehicles parked on the same road, one was another Wood vehicle driven by a Wood site supervisor and was parked behind the damaged vehicle, one was the standby mans vehicle which was not parked anywhere near the damaged vehicle and the last vehicle was another business partner of ESSAR.  The QC Inspector entered the tank and on return approx. 20 minutes later he found the damage on the vehicle. ",Reported to the HHSE Advisor and vehicle returned to workshop to be inspected. Statement taken from QC Inspector.,,,,,,,,,"Driving ",Driving,13712,13718,13722,20055986,8046,194,"Unknown ",,,,,Yes,2022-09-16 00:00:00.000,NULL,0,Thursday,2022-09-16 08:25:41.000,Yes,Training/Coaching,,NULL,NULL,NULL,NULL,2022-10-31 00:00:00.000,NULL,CAIRS_Incidents.csv
31605,74545,20224473,2022-09-15 00:00:00.000,18:00,Operations,Asia Pacific,APAC West,Kuala Lumpur office,Naza Tower - Kuala Lumpur,Malaysia,Occupational Health,No,,Confirmed COVID 19 cases at NAZA Towers,C3,C5,Wood,Closed,No,,Not Applicable,3 Personnel tesetd positive for Covid19,"The IPs were sent home to self isolate. No close contacts identified and disinfection was done to their work place,",Other,,,,,,,,Non Work Related,,13712,13724,13727,20056254,11343,95,,,,Covid19,,No,2022-09-16 00:00:00.000,NULL,0,Thursday,2022-09-16 06:55:59.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,2022-09-25 00:00:00.000,NULL,CAIRS_Incidents.csv
31620,74558,20224486,2022-09-15 00:00:00.000,15:45,Projects,Process & Chemicals,APAC,"IFF-RAYONG ADDITIONAL DRYER PROJECT ",IFF-RAYONG ADDITIONAL DRYER PROJECT,Thailand,Injury,Yes,,"The lifting crews noticed the pin retainer clip of the crane boom was missing while lifting the metal plate. ",A1,A1,Managed Contractor,Review Completed,No,,Clear/Sunny,"One of the lifting crews noticed the pin retainer clip of the crane boom was missing while they were lifting the metal plate (2.22 tons) from the trailer plate. The pin was remaining in its designed position but there was no pin retainer clip installed as it should be. The metal plate lifting operation is done using the auxiliary hook. The main hook/block, where the missing pin retainer clip is located, is not used at the time of operation. The lifting team stopped the lifting activities and notified their work supervisor and HSSE personnel. No injury and no asset damage from this near miss. ","Immediate Action Taken: 1.	Safety stand-down for entire workers of lifting operation that included topic below.•	The lifting operation team has been reemphasized to check and rectify any missing part of the crane before working. •	The lifting team shall make sure the load is trialed lift and balancing the load before real lifting.•	At least 2 taglines shall be tied with the sling/load to control the load direction while being lifted. •	Everyone shall not stand in the moving path of load. •	Every time after finishing the lifting operation. The crane boom shall be moved away from the road/traffic route. •	The signalman shall stand in the right position where the crane operator can see the signalman. •	The workers shall conduct pre-task talks to understand the work detail, and work steps and define the responsible person before commencing work.  2.	Report the near misses to project management and corporate HSSE&S Manager3.	Investigation commenced. ",Lifting equipment,,,,,,,,"Lifting/Crane Operations ",None,13695,13700,13701,20059480,16874,180,,,,,,Yes,2022-09-19 00:00:00.000,NULL,0,Thursday,2022-09-19 11:12:59.000,Yes,,,NULL,NULL,NULL,NULL,2022-10-24 00:00:00.000,NULL,CAIRS_Incidents.csv
31621,74557,20224485,2022-09-15 00:00:00.000,15:15,Projects,Process & Chemicals,APAC,"IFF-RAYONG ADDITIONAL DRYER PROJECT ",IFF-RAYONG ADDITIONAL DRYER PROJECT,Thailand,Injury,Yes,,"The metal plate dropped to ground level while it was unloading from the trailer truck. No injury, No asset damaged. ",A1,A1,Managed Contractor,Review Completed,No,,Clear/Sunny,"To lift a metal plate from the trailer bed for placement on the ground, two vertical lifting clamps were attached to it. Using the crane’s auxiliary hook, the metal plate was lifted up where concurrently it started to rotate causing one of the lifting clamps to dislodged. The metal plate was therefore held on by the remaining clamp. The lifting zone was barricaded. Nobody was in the line of fire, nobody was injured and there was no property damage.","1.	Safety stand-down for entire workers of lifting operation that included topic below.•	The lifting operation team has been reemphasized to check and rectify any missing part of the crane before working. •	The lifting team shall make sure the load is trialed lift and balancing the load before real lifting.•	At least 2 taglines shall be tied with the sling/load to control the load direction while being lifted. •	Everyone shall not stand in the moving path of load. •	Every time after finishing the lifting operation. The crane boom shall be moved away from the road/traffic route. •	The signalman shall stand in the right position where the crane operator can see the signalman. •	The workers shall conduct pre-task talks to understand the work detail, and work steps and define the responsible person before commencing work.  2.	Report the near misses to project management and corporate HSSE&S Manager3.	Investigation commenced.  ",Falling/Flying debris,,,,,,,,"Lifting/Crane Operations ",Safe Mechanical Lifting,13695,13700,13701,20059480,16874,180,,,,,,Yes,2022-09-19 00:00:00.000,NULL,0,Thursday,2022-09-19 09:33:14.000,Yes,Management Action,,NULL,NULL,NULL,NULL,2022-10-24 00:00:00.000,NULL,CAIRS_Incidents.csv
31599,74537,20224465,2022-09-14 00:00:00.000,10:00,Operations,Americas,US East,US East - Oil & Gas - All Other Clients,Wood. Lafayette Office,United States,Injury,No,No treatment,IP lost footing while performing a training task and fell striking his abdomen on the door frame of the lifeboat.,A1,B2,Wood,Closed,No,,Clear/Sunny,"IP was attending lifeboat proficiency training at training facility. At approximately 1000hrs IP was conducting proficiency task in the lifeboat. IP  was retrieving the life rings from the water using an extension pole when IP lost his footing and fell landing against the lifeboat door frame. IP received injury to his lower abdomen below the naval as a result of the fall. IP reported minor soreness in the affected area. IP was seen by the Instructor/Emergency Medical Tech and it was determined that IP could resume training training without restriction. Actual: A1 Minor discomfort to abdomen area, but no first aid needed. Potential:  B2-Possible medical treatment had the fall produced a more serious injury. ","Incident was reported as per protocols and IP's injury is being monitored and further evaluation will be provided if injury worsens. Investigation is in progress and will be conducted on the training facility by Account Manager and HSE Manager. ",Non-elevated working surface,Rigger,30-34,Male,1,Bruise/Contusion/Swelling,Abdomen,Fall on same level,"Training ",None,13712,13713,13715,20056071,10886,195,,,,,,Yes,2022-09-15 00:00:00.000,NULL,0,Wednesday,2022-09-15 13:45:36.000,No,,,NULL,NULL,NULL,NULL,2022-09-29 00:00:00.000,NULL,CAIRS_Incidents.csv
31602,74548,20224476,2022-09-14 00:00:00.000,17:00,Projects,Process & Chemicals,Europe,SABIC Teesside Improvement Project EPCm,SABIC TIP EPCm - Wilton,United Kingdom,Occupational Health,Yes,,"24"" Pipe Line Broken for Disinvestment, Spacer removed from Flange and Lifted to Ground Level - Identified as Potential of CAF",A1,A1,Sub-Contractor,Closed,No,,Clear/Sunny,"Ledwood's Mechanical & Rigging Team were undertaking disinvestment Pipework & Vessels on the GTU Structure (C1724), A 24"" Pipe to Vessel Flange was Broken and a Spacer was lifted out to ground level. During a worksite Inspection a Sabic Construction Superintendent raised concerns that the Gasket on the removed Spacer may be CAF. Barriers and Signage were placed around the suspected material and the Asbestos Contractor Notified. 16:30 on the 14.09.22.Scaffolding Contractor dismantled second lift of Scaffolding, concerns raised regarding the potential for ACM Material contaminating the Scaffolding Structure 15:30 on the 15.09.22.All Stop Called, Investigation commenced, Samples of suspected gasket taken and sent for analysis, Operative de-robed and clothing bagged for disposal. Potential Operatives have not followed protocol when breaking joints, with a potential for Asbestos. Asbestos Register Checked no initial identification of ACM on 24"" Line. ","Suspected CAF Gasket Segregated Via Barriers, Worksite Access Restricted and Barriers Placed around Worksite, Commenced with Investigations, Notification to  Site Management Arrangements for Licensed Asbestos Contractor to perform Sampling & Cleaning,Addressed Scaffolding Team to Provide Assurance of SMS, Sampling & Investigation, Mechanical, Rigging & Scaffolding Team De-Robed & Clothing Disposed of.  ",Dust,,,,,,,,"Waste Disposal/Discharging Products ",None,13695,13700,13702,20059401,16633,194,,,,,,Yes,2022-09-16 00:00:00.000,NULL,0,Wednesday,2022-09-16 20:49:50.000,Yes,,Non-Discrete,NULL,NULL,NULL,NULL,2022-10-19 00:00:00.000,NULL,CAIRS_Incidents.csv
31589,74533,20224461,2022-09-14 00:00:00.000,16:30,Operations,Asia Pacific,APAC East,Esso PNG LNG,Moro and ROW,Papua New Guinea,Security,No,,SIR - Esky stolen and container lock broken,A1,A1,Wood,Closed,No,,Not Applicable,Crew noticed an esky had been removed from site and that a lock was broken on a storage container.  Initial inspection of container identified nothing taken from inside.,Lock to be replaced. CA notified,,,,,,,,,"No work activity being carried out at the time of the incident ",None,13712,13724,13726,20056200,11247,133,,,,,,Yes,2022-09-14 00:00:00.000,NULL,0,Wednesday,2022-09-14 20:52:22.000,No,,,NULL,NULL,NULL,NULL,2022-09-15 00:00:00.000,NULL,CAIRS_Incidents.csv
31596,74540,20224468,2022-09-14 00:00:00.000,09:45,Operations,Asia Pacific,APAC East,Esso - Retro Fit,TNA,Australia,Asset Damage,No,,Snapped Bilok fitting,A1,A1,Wood,Closed,No,,Not Applicable,What happened: While conducting pre-tubing for Bilok change out the worker was installing a new bracket in parallel with existing tubing. The works in the area disturbed the existing tubing resulting in a Bilok fitting below snapping off above the isolation valve.,"Action: Platform Operations and OIM notified, broken small bore tubing replaced. No release of hydrocarbons as the Process was down due to compressor being shut down for maintenance issue.",,,,,,,,,"Maintenance ",None,13712,13724,13726,20056199,11237,212,,,,,,Yes,2022-09-15 00:00:00.000,NULL,0,Wednesday,2022-09-15 23:28:32.000,Yes,,,NULL,NULL,NULL,NULL,2022-10-27 00:00:00.000,NULL,CAIRS_Incidents.csv
31597,74539,20224467,2022-09-13 00:00:00.000,06:30,Operations,Americas,US North & West,O&M N&W - PAC - Permian Basin,Surge Energy,United States,Asset Damage,No,,"Deer struck the front of the Wood vehicle as EE was on his way to work. ",A1,A1,Wood,Closed,No,,Clear/Sunny,"On September 13, 2022 at 6:35 am, a Wood EE was traveling to work near Lamesa, TX when a deer walked onto the road and was struck by the front of his Wood vehicle. Impact caused damage to the front of the Wood vehicle; including the grill guard, hood, fender and passenger side headlight. Actual (A1) repairs not expected to exceed 10k; Potential (A1): Deer strikes typically do not cause severe damage to our vehicles.  ","Wood EE reported the incident to his manager. ",,,,,,,,,Non Work Related,,13712,13713,13716,20056091,13640,195,,,,,,No,2022-09-15 00:00:00.000,NULL,0,Tuesday,2022-09-15 15:22:39.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-15 00:00:00.000,NULL,CAIRS_Incidents.csv
31598,74538,20224466,2022-09-13 00:00:00.000,03:45,Operations,Americas,US North & West,O&M N&W - PAC - Permian Basin,Surge Energy,United States,Asset Damage,No,,Animal struck the front of a Wood vehicle as EE was traveling home from location.,A1,A1,Wood,Closed,No,,Clear/Sunny,"On September 13, 2022 at 3:43 am, a Wood EE was traveling home from location near Gail, TX when an animal ran out and struck the front of his Wood vehicle. Due to the time of day, it was difficult for the EE to determine what type of animal struck the vehicle. Impact caused damage to the left headlamp and fender on the Wood vehicle. Actual (A1): Repairs not expected to exceed 10k; Potential (A1): Animal strikes typically do not cause severe damage to our vehicles.  ","Wood EE notified Account manager. ",,,,,,,,,Non Work Related,,13712,13713,13716,20056091,13640,195,,,,,,No,2022-09-15 00:00:00.000,NULL,0,Tuesday,2022-09-15 14:34:16.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-15 00:00:00.000,NULL,CAIRS_Incidents.csv
31601,74535,20224463,2022-09-13 00:00:00.000,14:00,Projects,Process & Chemicals,Europe,ENTER Almalyk,Milan Task Force,Italy,Asset Damage,Yes,,A panel dropped down from ceiling,A1,B3,Wood,Closed,No,,Clear/Sunny,"At 2 p.m. on 13 September, at first floor of Milan Office, where is located ENTER Almalyk Task Force, a panel fell from the ceiling to the ground. Nobody was injured or was in close proximity of the landing point.",Inspection of the incident area.Called to facility management and maintenance to repair the panel and verify status of others.Inspection with Ceiling contractor scheduled next saturday 17th September.,,,,,,,,,"Office Work ",None,13695,13700,13702,20059464,16832,70,,,,,,Yes,2022-09-15 00:00:00.000,NULL,0,Tuesday,2022-09-15 08:33:47.000,Yes,,,NULL,NULL,NULL,NULL,2022-10-28 00:00:00.000,NULL,CAIRS_Incidents.csv
31587,74522,20224450,2022-09-13 00:00:00.000,05:15,Operations,Asia Pacific,APAC East,Esso PNG LNG,LNG PoM,Papua New Guinea,Occupational Health,No,,NWR - Person tested positive to Covid 19 in camp,B3,B5,Wood,Closed,No,,Not Applicable,Person tested positive to Covid 19 in camp.  Required to isolate for five days.,Isolate for five days,Other,,,,,,,,Non Work Related,,13712,13724,13726,20056200,11246,133,,,,N/A,,No,2022-09-13 00:00:00.000,NULL,0,Tuesday,2022-09-13 08:42:44.000,No,,Non-Discrete,NULL,NULL,NULL,NULL,2022-09-25 00:00:00.000,NULL,CAIRS_Incidents.csv
31590,74532,20224460,2022-09-13 00:00:00.000,12:45,Investment Services,Swaggart,Swaggart,HCC West,Bayer,United States,Injury,Yes,,Hammer head came off during use.,A1,B1,Wood,Closed,No,,Cloudy/Overcast,"While reinstalling retainer pins on impact crusher, employee's hammer head came off resulting in a near miss.  Hammer head came in contact with right knee.  The failure occurred because of pre-existing crack in hammer handle that should have been reported during pre-op inspection and hammer taken out of service. Employee did not do a pre-op inspection on hand tool.","Hammer was taken out of service.  Safety stand-down with all employees to discuss incident.  Training conducted with entire crew regarding pre-op inspections.  Safety stand-down with all employees to discuss All current hand tools will be inspected, deficiencies noted, unserviceable tools will be repaired and/or replaced.",Hand tool,,,,,,,,"Tool Use (Hand Tools) ",None,13391,13738,13739,20059322,16562,195,,,,,,Yes,2022-09-14 00:00:00.000,NULL,0,Tuesday,2022-09-14 18:07:50.000,No,,,NULL,NULL,NULL,NULL,2022-10-07 00:00:00.000,NULL,CAIRS_Incidents.csv
31591,74531,20224459,2022-09-13 00:00:00.000,14:00,Investment Services,Swaggart,Swaggart,HCC West,Bayer,United States,Asset Damage,No,,815 roller left entry ladder lower step damage,A1,A1,Wood,Closed,No,,Cloudy/Overcast,During normal operations an 815-roller compactor operator was compacting a lift.  While conducting his task a rock was kicked up after he rolled over it causing it to dislodge and rotate bending the left entry ladder lower step.,"Incident reviewed with operator, training conducted with entire crew during morning meeting.",,,,,,,,,"Operating Equipment/Machinery ",None,13391,13738,13739,20059322,16562,195,,,,,,Yes,2022-09-14 00:00:00.000,NULL,0,Tuesday,2022-09-14 15:43:41.000,No,,,NULL,NULL,NULL,NULL,2022-09-21 00:00:00.000,NULL,CAIRS_Incidents.csv
31592,74530,20224458,2022-09-13 00:00:00.000,05:45,Operations,"Europe, Middle East & Africa (EMEA)",Middle East & Africa,EM PMC5 Iraq,EM PMC5 Iraq (Onshore),Iraq,Asset Damage,Yes,,"Wood contractor vehicle was struck from the back by a third party vehicle during commute, no injuries to personnel.",A1,A2,Sub-Contractor,Initiated,No,,Clear/Sunny,"On Sunday 13 Sep 2022, a Wood Subcontractor (Al Majal) driver was traveling with a Wood Engineer onboard. They were traveling from Basrah to WQ1 heading towards the engineer's work place. The driver conducted the vehicle at a speed limit of 50-60 km/hr. As he was approaching around off under the ALASKARI bridge Heading from Baghdad Street to the WQ1 road, the driver slowed the vehicle to 40km/hr which was the time when the vehicle was struck from the back by another third-party (GMC). The driver took the vehicle under control immediately and parked at the side of the road., it was established that the incident was caused by the civilian GMC Vehicle",1- Al Majal fleet lead has sent another vehicle to take Wood engineers to their destination.2- Another vehicle took Wood engineers to the Hospital for a Medical check.,,,,,,,,,"Driving ",,13712,13718,13719,20059020,15102,66,,,,,,Yes,2022-09-14 00:00:00.000,NULL,0,Tuesday,2022-09-14 09:47:38.000,Yes,,,NULL,NULL,NULL,NULL,2022-09-19 00:00:00.000,NULL,CAIRS_Incidents.csv
31593,74529,20224457,2022-09-13 00:00:00.000,17:30,Projects,Process & Chemicals,APAC,EM Crisp,EM Crisp,Singapore,Injury,No,First Aid,Spall fell on worker shoulder,B1,B1,Sub-Contractor,Closed,No,P E C,Clear/Sunny,"Welder was welding when he felt something dropped on his right shoulder. He stopped work and saw that it was broken piece of spall. He reported to his supervisor. Project activated incident management protocol.  Spall weight - 200g, fell from 8M.","Work stopped,IP immediately informed his supervisor and HSSE personal.IP was brought to project medical centre for review by doctor.",Falling/Flying debris,Mechanical Technician / Fitter / Engineer,30-34,Male,2,Bruise/Contusion/Swelling,Shoulder,Struck by falling object,"Welding ",None,13695,13700,13701,20055941,7958,161,,,,,,Yes,2022-09-14 00:00:00.000,NULL,0,Tuesday,2022-09-14 07:17:41.000,No,,,NULL,NULL,NULL,1,2022-09-23 00:00:00.000,NULL,CAIRS_Incidents.csv
